てざわり	湘南投資勉強会	4019	スタメン	636	807	26.9%					かもめ	湘南投資勉強会	2424	ブラス	1002	683	-31.8%										
rei	神戸投資勉強会	4026	神島化学	1578	1398	-11.4%					むね坊主	神戸投資勉強会	2980	ＳＲＥホールディングス	3310	2754	-16.8%										
ぷに丸	湘南投資勉強会	4026	神島化学	1578	1398	-11.4%					めがね	湘南投資勉強会	3563	ＦＯＯＤ＆ＬＩＦＥＣＯＭＰＡＮ	2785	2897	4.0%										
tio	湘南投資勉強会	4026	神島化学	1578	1398	-11.4%					めがね	湘南投資勉強会	4480	メドレー	4190	4400	5.0%										
茶々丸	神戸投資勉強会	4026	神島化学	1578	1398	-11.4%					めがね	湘南投資勉強会	4755	楽天グループ	619	628	1.5%										
fukufukurou	神戸投資勉強会	4027	テイカ	1157	1369	18.3%					きよし(神戸)	神戸投資勉強会	5031	モイ	366	249	-32.0%										
くま	湘南投資勉強会	4074	ラキール	1165	1506	29.3%					お多福	湘南投資勉強会	9955	ヨンキュウ	2925	2271	-22.4%										
rurio	神戸投資勉強会	4082	第一稀元素化学工	1023	988	-3.4%					ふう	神戸投資勉強会	6656	インスペック	946	1041	10.0%										
tanki	神戸投資勉強会	4169	ＥＮＥＣＨＡＮＧＥ	1038	1035	-0.3%					バシマエ	湘南投資勉強会	2987	タスキ	1048	1333	27.2%										
みなと	湘南投資勉強会	4169	ＥＮＥＣＨＡＮＧＥ	1038	1035	-0.3%					ぱふぇっと	神戸投資勉強会	3041	ビューティ花壇	277	1022	269.0%										
あせろら	湘南投資勉強会	4169	ＥＮＥＣＨＡＮＧＥ	1038	1035	-0.3%					バシマエ	湘南投資勉強会	4169	ＥＮＥＣＨＡＮＧＥ	1038	1035	-0.3%										
thun	湘南投資勉強会	4169	ＥＮＥＣＨＡＮＧＥ	1038	1035	-0.3%					バシマエ	湘南投資勉強会	6067	インパクトＨＤ	3890	4490	15.4%										
バシマエ	湘南投資勉強会	4169	ＥＮＥＣＨＡＮＧＥ	1038	1035	-0.3%					バシマエ	湘南投資勉強会	7676	グッドスピード	2225	766	-65.6%										
リネラブ	神戸投資勉強会	4169	ＥＮＥＣＨＡＮＧＥ	1038	1035	-0.3%					ぱふぇっと	神戸投資勉強会	札2928	ライザップ	140	266	90.0%										
うさみん	湘南投資勉強会	4174	アピリッツ	1139	1040	-8.7%					みなと	湘南投資勉強会	2884	ヨシムラ・フード・ＨＬＤＧＳ	641	1042	62.6%										
ふう	神戸投資勉強会	4174	アピリッツ	1139	1040	-8.7%					みなと	湘南投資勉強会	4169	ＥＮＥＣＨＡＮＧＥ	1038	1035	-0.3%										
キリン@神戸投資勉強会	神戸投資勉強会	4174	アピリッツ	1139	1040	-8.7%					みなと	湘南投資勉強会	7038	フロンティア・マネジメント	1282	1511	17.9%										
新田明くん	神戸投資勉強会	4174	アピリッツ	1139	1040	-8.7%					みなと	湘南投資勉強会	7094	ＮＥＸＴＯＮＥ	4070	1213	-70.2%										
雪	神戸投資勉強会	4174	アピリッツ	1139	1040	-8.7%					ﾐﾘｵﾝﾊﾞｶﾞｰ	神戸投資勉強会	7743	シード	495	817	65.1%										
株ピ孔明	神戸投資勉強会	4174	アピリッツ	1139	1040	-8.7%					みなと	湘南投資勉強会	9272	ブティックス	1877.5	1575	-16.1%										
roku	湘南投資勉強会	4177	ｉ‐ｐｌｕｇ	1320	1158	-12.3%					めそ	湘南投資勉強会	4177	ｉ‐ｐｌｕｇ	1320	1158	-12.3%										
あさか	湘南投資勉強会	4177	ｉ‐ｐｌｕｇ	1320	1158	-12.3%					めそ	湘南投資勉強会	4490	ビザスク	1356	951	-29.9%										
大きなかぶ	湘南投資勉強会	4177	ｉ‐ｐｌｕｇ	1320	1158	-12.3%					モモクリン（momokurin）	湘南投資勉強会	5129	ＦＩＸＥＲ	2223	1391	-37.4%										
雪	神戸投資勉強会	4177	ｉ‐ｐｌｕｇ	1320	1158	-12.3%					モモクリン（momokurin）	湘南投資勉強会	5136	ｔｒｉｐｌａ	2000	1575	-21.3%										
めそ	湘南投資勉強会	4177	ｉ‐ｐｌｕｇ	1320	1158	-12.3%					モモクリン（momokurin）	湘南投資勉強会	6625	ＪＡＬＣＯホールディングス	242	232	-4.1%										
人間	湘南投資勉強会	4177	ｉ‐ｐｌｕｇ	1320	1158	-12.3%					モモクリン（momokurin）	湘南投資勉強会	7072	インティメート・マージャー	1277	1072	-16.1%										
うわん	神戸投資勉強会	4177	ｉ‐ｐｌｕｇ	1320	1158	-12.3%					モモクリン（momokurin）	湘南投資勉強会	8031	三井物産	3742	5298	41.6%										
ケンヂ	湘南投資勉強会	4177	ｉ‐ｐｌｕｇ	1320	1158	-12.3%					モモクリン（momokurin）	湘南投資勉強会	9341	ＧＥＮＯＶＡ	1635	1616	-1.2%										
あちし	湘南投資勉強会	4177	ｉ‐ｐｌｕｇ	1320	1158	-12.3%					めそ	湘南投資勉強会	MKFG	マークフォージド	1.29	0.82	-36.4%										
なーたん	湘南投資勉強会	4179	ジーネクスト	310	302	-2.6%					ひんご	湘南投資勉強会	6104	芝浦機械	2700	3460	28.1%										
リネラブ	神戸投資勉強会	4180	ＡＰＰＩＥＲＧＲＯＵＰ	1480	1850	25.0%					きよし(湘南)	湘南投資勉強会	6186	一蔵	444	582	31.1%										
ヨシ	湘南投資勉強会	4192	スパイダープラス	651	739	13.5%					ココア	湘南投資勉強会	2936	ベースフード	385	482	25.2%										
たお	湘南投資勉強会	4251	恵和	1518	1280	-15.7%					やまち	神戸投資勉強会	4556	カイノス	1120	1091	-2.6%										
かんざき	湘南投資勉強会	4251	恵和	1518	1280	-15.7%					やまち	神戸投資勉強会	6629	テクノホライゾン	511	499	-2.3%										
オニール好きの投資家	湘南投資勉強会	4259	エクサウィザーズ	439	386	-12.1%					めそ	湘南投資勉強会	5932	三協立山	535	783	46.4%										
oct	湘南投資勉強会	4262	ニフティライフスタイル	857	837	-2.3%					ピノキオ	神戸投資勉強会	9504	中国電力	668	1006.5	50.7%										
やまち	神戸投資勉強会	4262	ニフティライフスタイル	857	837	-2.3%					ピノキオ	神戸投資勉強会	9505	北陸電力	519	733.6	41.3%										
roku	湘南投資勉強会	4262	ニフティライフスタイル	857	837	-2.3%					ピノキオ	神戸投資勉強会	9506	東北電力	662	958.9	44.8%										
むね坊主	神戸投資勉強会	4274	細谷火工	1580	1319	-16.5%					ゆに	神戸投資勉強会	4369	トリケミカル	2096	3610	72.2%										
hide	湘南投資勉強会	4318	クイック	2037	2578	26.6%					かもめ	湘南投資勉強会	6731	ピクセラ	700	150	-78.6%										
きよし(神戸)	神戸投資勉強会	4331	テイクアンドギヴニーズ	1413	1185	-16.1%					ゆっき	湘南投資勉強会	7038	フロンティア・マネジメント	1282	1511	17.9%										
きよし(湘南)	湘南投資勉強会	4331	テイクアンドギヴニーズ	1413	1185	-16.1%					ゆっき	湘南投資勉強会	7367	セルム	601	757	26.0%										
ぺるる	湘南投資勉強会	4334	ユークス	1206	541	-55.1%					先高	湘南投資勉強会	2353	日本駐車場開発	284	192	-32.4%										
たお	湘南投資勉強会	4344	ソースネクスト	306	164	-46.4%					新田明くん	神戸投資勉強会	4174	アピリッツ	1139	1040	-8.7%										
ひんご	湘南投資勉強会	4368	扶桑化学工業	3450	4175	21.0%					きよし(神戸)	神戸投資勉強会	6186	一蔵	444	582	31.1%										
ゆに	神戸投資勉強会	4369	トリケミカル	2096	3610	72.2%					rurio	神戸投資勉強会	6121	ＴＡＫＩＳＡＷＡ	1076	2595	141.2%										
ひんご	湘南投資勉強会	4369	トリケミカル	2096	3610	72.2%					rurio	神戸投資勉強会	9522	リニューアブル・ジャパン	460	1187	158.0%										
クロロ	神戸投資勉強会	4376	くふうカンパニー	530	360	-32.1%					株ピ孔明	神戸投資勉強会	9552	Ｍ＆Ａ総合研究所	2013.3333	4475	122.3%										
するが	湘南投資勉強会	4377	ワンキャリア	3615	4070	12.6%					さざなみ	湘南投資勉強会	9554	ＡＶｉＣ	1174	776	-33.9%										
サントーシー	湘南投資勉強会	4377	ワンキャリア	3615	4070	12.6%					さざなみ	湘南投資勉強会	CD	チンデータ	7.91	8.45	6.8%										
オニール好きの投資家	湘南投資勉強会	4377	ワンキャリア	3615	4070	12.6%					さざなみ	湘南投資勉強会	TSLA	テスラ	118.85	248.48	109.1%										
くま	湘南投資勉強会	4379	ＰＨＯＴＯＳＹＮＴＨ	299	446	49.2%					あさか	湘南投資勉強会	2196	エスクリ	309	294	-4.9%										
あさか	湘南投資勉強会	4379	ＰＨＯＴＯＳＹＮＴＨ	299	446	49.2%					あさか	湘南投資勉強会	7717	ブイ・テクノロジー	2600	2843	9.3%										
りんたん	湘南投資勉強会	4382	ＨＥＲＯＺ	999	1690	69.2%					rurio	神戸投資勉強会	6330	東洋エンジニア	592	787	32.9%										
めがね	湘南投資勉強会	4385	メルカリ	2831	2612.5	-7.7%					まいる	湘南投資勉強会	7844	マーベラス	680	713	4.9%										
初心	湘南投資勉強会	4387	ＺＵＵ	962	672	-30.1%					愛鷹	湘南投資勉強会	7061	日本ホスピスＨＬＤＧＳ	2381	2264	-4.9%										
大きなかぶ	湘南投資勉強会	4387	ＺＵＵ	962	672	-30.1%					愛鷹	湘南投資勉強会	7725	インターアクション	1588	1083	-31.8%										
ゆっき	湘南投資勉強会	4387	ＺＵＵ	962	672	-30.1%					愛鷹	湘南投資勉強会	8929	青山財産ネットワークス	1086	1037	-4.5%										
シャカ	湘南投資勉強会	4390	ＩＰＳ	2704	2093	-22.6%					リネラブ	神戸投資勉強会	4180	ＡＰＰＩＥＲＧＲＯＵＰ	1480	1850	25.0%										
あちし	湘南投資勉強会	4390	ＩＰＳ	2704	2093	-22.6%					リネラブ	神戸投資勉強会	8136	サンリオ	4635	5879	26.8%										
イタル	湘南投資勉強会	4398	ブロードバンドセキュリテ	1261	1339	6.2%					たぐけん	湘南投資勉強会	8130	サンゲツ	2125	3100	45.9%										
くま	湘南投資勉強会	4414	フレクト	2093	4555	117.6%					josui	湘南投資勉強会	5726	大阪チタニウム	3850	2712	-29.6%				バシマエ	湘南投資勉強会	9552	Ｍ＆Ａ総合研究所	2013.3333	4475	122.3%
AK	湘南投資勉強会	4414	フレクト	2093	4555	117.6%					josui	湘南投資勉強会	6425	ユニバーサルエンターテインメン	2377	2300	-3.2%				ちぃ	湘南投資勉強会	7047	ポート	1078	2357	118.6%
オニール好きの投資家	湘南投資勉強会	4419	ＦＩＮＡＴＥＸＴホールディンク	496	662	33.5%					えむ	湘南投資勉強会	7378	アシロ	655	724	10.5%										
ヒデゾー	湘南投資勉強会	4419	ＦＩＮＡＴＥＸＴホールディンク	496	662	33.5%					えむ	湘南投資勉強会	7794	イーディーピー	3950	1796	-54.5%										
バシマエ	湘南投資勉強会	4419	ＦＩＮＡＴＥＸＴホールディンク	496	662	33.5%					えむ	湘南投資勉強会	9263	ビジョナリーＨＬＤＧＳ	201	199	-1.0%										
ゆっき	湘南投資勉強会	4429	リックソフト	1791	1437	-19.8%					よしぼん	神戸投資勉強会	3903	ｇｕｍｉ	919	443	-51.8%										
シャカ	湘南投資勉強会	4435	カオナビ	2355	2250	-4.5%					ぷに丸	湘南投資勉強会	2146	ＵＴグループ	2399	2444	1.9%										
ふう	神戸投資勉強会	4436	ミンカブ・ジ・インフォノイト	2458	1506	-38.7%					雑魚投資家ベイベ	湘南投資勉強会	6425	ユニバーサルエンターテインメン	2377	2300	-3.2%										
リョウ	湘南投資勉強会	4436	ミンカブ・ジ・インフォノイト	2458	1506	-38.7%					四丁目	湘南投資勉強会	9554	ＡＶｉＣ	1174	776	-33.9%										
kenmo	湘南投資勉強会	4439	東名	1670	1818	8.9%					スーパーこさく	神戸投資勉強会	2820	やまみ	1390	3530	154.0%										
初心	湘南投資勉強会	4439	東名	1670	1818	8.9%					スーパーこさく	神戸投資勉強会	7187	ジェイリース	2615	2154	-17.6%										
tanki	神戸投資勉強会	4439	東名	1670	1818	8.9%					スーパーこさく	神戸投資勉強会	7408	ジャムコ	1390	1589	14.3%										
うさみん	湘南投資勉強会	4439	東名	1670	1818	8.9%					スーパーこさく	神戸投資勉強会	7906	ヨネックス	1172	1338	14.2%										
ちぃ	湘南投資勉強会	4442	バルテス	945.3333	967	2.3%					でふし	神戸投資勉強会	5727	東邦チタニウム	2598	1896	-27.0%										
かんざき	湘南投資勉強会	4442	バルテス	945.3333	967	2.3%					でふし	神戸投資勉強会	6779	日本電波工業	1519	1257	-17.2%										
たぐけん	湘南投資勉強会	4450	パワーソリューションズ	2460	2485	1.0%					ののこ	神戸投資勉強会	2981	ランディックス	2339	2421	3.5%										
ココア	湘南投資勉強会	4478	フリー	2928	3055	4.3%					ちぃ	湘南投資勉強会	4442	バルテス	945.3333	967	2.3%										
めがね	湘南投資勉強会	4480	メドレー	4190	4400	5.0%					たぐけん	湘南投資勉強会	4539	日本ケミファ	1687	1561	-7.5%										
クロロ	神戸投資勉強会	4482	ウィルズ	660	653	-1.1%					ヒデゾー	湘南投資勉強会	9564	ＦＣＥＨＯＬＤＩＮＧＳ	1621	2264	39.7%										
ayame	湘南投資勉強会	4483	ＪＭＤＣ	3730	4263	14.3%					ケンヂ	湘南投資勉強会	6632	ＪＶＣケンウッド	348	741	112.9%										
ぷに丸	湘南投資勉強会	4483	ＪＭＤＣ	3730	4263	14.3%					ケンヂ	湘南投資勉強会	7481	尾家産業	931	1746	87.5%										
めそ	湘南投資勉強会	4490	ビザスク	1356	951	-29.9%					愛鷹	湘南投資勉強会	2492	インフォマート	336	496	47.6%										
あちし	湘南投資勉強会	4490	ビザスク	1356	951	-29.9%					愛鷹	湘南投資勉強会	6023	ダイハツデイ－ゼル	509	985	93.5%										
茶々丸	神戸投資勉強会	4490	ビザスク	1356	951	-29.9%					愛鷹	湘南投資勉強会	9424	日本通信	220	228	3.6%										
めがね	湘南投資勉強会	4503	アステラス製薬	1901.5	1686	-11.3%					むね坊主	神戸投資勉強会	4274	細谷火工	1580	1319	-16.5%										
たぐけん	湘南投資勉強会	4503	アステラス製薬	1901.5	1686	-11.3%					むね坊主	神戸投資勉強会	7813	プラッツ	623	662	6.3%										
tio	湘南投資勉強会	4527	ロート製薬	2170	2843	31.0%					オニール好きの投資家	湘南投資勉強会	4259	エクサウィザーズ	439	386	-12.1%										
茶々丸	神戸投資勉強会	4527	ロート製薬	2170	2843	31.0%					おむすび?	神戸投資勉強会	5034	ＵＮＥＲＲＹ	2305	2055	-10.8%										
株ピ孔明	神戸投資勉強会	4527	ロート製薬	2170	2843	31.0%					オニール好きの投資家	湘南投資勉強会	5129	ＦＩＸＥＲ	2223	1391	-37.4%										
ayame	湘南投資勉強会	4528	小野薬品	2857	2516	-11.9%					めそ	湘南投資勉強会	7318	セレンディップ・ホールディ	689	1664	141.5%										
nobukichi?49	湘南投資勉強会	4531	有機合成薬品	289	282	-2.4%					ピノキオ	神戸投資勉強会	9507	四国電力	724	1013.5	40.0%										
栗エイタ	湘南投資勉強会	4531	有機合成薬品	289	282	-2.4%					ピノキオ	神戸投資勉強会	9511	沖縄電力	1020	1115	9.3%										
たぐけん	湘南投資勉強会	4539	日本ケミファ	1687	1561	-7.5%					ポンポコたぬき	神戸投資勉強会	6625	ＪＡＬＣＯホールディングス	242	232	-4.1%										
やまち	神戸投資勉強会	4556	カイノス	1120	1091	-2.6%					ひんご	湘南投資勉強会	4368	扶桑化学工業	3450	4175	21.0%										
リョウ	湘南投資勉強会	4575	キャンバス	1310	960	-26.7%					りんたん	湘南投資勉強会	9424	日本通信	220	228	3.6%										
よしぼん	神戸投資勉強会	4587	ペプチドリーム	1983	1486.5	-25.0%					りんたん	湘南投資勉強会	4382	ＨＥＲＯＺ	999	1690	69.2%										
銭闘志	湘南投資勉強会	4661	オリエンタルランド	3822	5251	37.4%					うさみん	湘南投資勉強会	7064	ハウテレビジョン	3705	3100	-16.3%										
らう	湘南投資勉強会	4667	アイサンテクノロジー	1537	1652	7.5%					たお	湘南投資勉強会	3793	ドリコム	845	851	0.7%										
カリティクス	湘南投資勉強会	4680	ラウンドワン	465	558	20.0%					きよし(神戸)	神戸投資勉強会	4331	テイクアンドギヴニーズ	1413	1185	-16.1%										
ののこ	神戸投資勉強会	4689	Ｚホールディングス	336.8	499.7	48.4%					あさか	湘南投資勉強会	4177	ｉ‐ｐｌｕｇ	1320	1158	-12.3%										
ぱふぇっと	神戸投資勉強会	4751	サイバーエージェント	1159	885.1	-23.6%					リョウ	湘南投資勉強会	3561	力の源ＨＤ	1018	1428	40.3%										
SHINJI	神戸投資勉強会	4751	サイバーエージェント	1159	885.1	-23.6%					リネラブ	神戸投資勉強会	7087	ウイルテック	869	860	-1.0%										
明石伸夫	初参加	4755	楽天グループ	619	628	1.5%					ねこじろー	湘南投資勉強会	6578	エヌリンクス	179	259	44.7%										
めがね	湘南投資勉強会	4755	楽天グループ	619	628	1.5%					なーたん	湘南投資勉強会	9253	スローガン	802	612	-23.7%										
tony	神戸投資勉強会	4833	ＳＵＣＣＥＳＳＨＯＬＤＥＲＳ	104	96	-7.7%					ポンポコたぬき	神戸投資勉強会	9257	ＹＣＰホールディングス	712	598	-16.0%										
加藤バネ男	神戸投資勉強会	4837	シダックス	590	808	36.9%					うわん	神戸投資勉強会	3683	サイバーリンクス	968	765	-21.0%										
加藤バネ男	神戸投資勉強会	4837	シダックス	590	808	36.9%					うわん	神戸投資勉強会	4177	ｉ‐ｐｌｕｇ	1320	1158	-12.3%										
りんたん	湘南投資勉強会	4875	メディシノバ・インク	315	210	-33.3%					株ピ孔明	神戸投資勉強会	4174	アピリッツ	1139	1040	-8.7%										
リョウ	湘南投資勉強会	4890	坪田ラボ	904	335	-62.9%					茶々丸	神戸投資勉強会	6226	守谷輸送機工業	748	1246	66.6%										
てざわり	湘南投資勉強会	4927	ポーラ・オルビスＨＤ	1839	1584	-13.9%					やっしー	神戸投資勉強会	9509	北海道電力	445	624.6	40.4%										
秋吉義明	湘南投資勉強会	4932	アルマード	1104	1390	25.9%					かんざき	湘南投資勉強会	3561	力の源ＨＤ	1018	1428	40.3%										
ふう	神戸投資勉強会	4936	アクシージア	1538	876	-43.0%					初心	湘南投資勉強会	8798	アドバンスクリエイト	1079	1003	-7.0%										
fukufukurou	神戸投資勉強会	4977	新田ゼラチン	830	761	-8.3%					まいる	湘南投資勉強会	7235	東京ラヂエ－タ－	700	696	-0.6%										
あんこ	湘南投資勉強会	4980	デクセリアルズ	2591	4126	59.2%					tony	神戸投資勉強会	6521	オキサイド	4405	3200	-27.4%										
ぺるる	湘南投資勉強会	5017	富士石油	253	365	44.3%					アディ	湘南投資勉強会	2778	パレモ・ホールディングス	178	175	-1.7%										
きよし(湘南)	湘南投資勉強会	5031	モイ	366	249	-32.0%					加藤バネ男	神戸投資勉強会	3415	ＴＯＫＹＯＢＡＳＥ	297	302	1.7%										
きよし(神戸)	神戸投資勉強会	5031	モイ	366	249	-32.0%					加藤バネ男	神戸投資勉強会	3422	Ｊ－ＭＡＸ	596	483	-19.0%										
たお	湘南投資勉強会	5032	ＡＮＹＣＯＬＯＲ	3155	3110	-1.4%					ヒデゾー	湘南投資勉強会	6656	インスペック	946	1041	10.0%										
oct	湘南投資勉強会	5032	ＡＮＹＣＯＬＯＲ	3155	3110	-1.4%					ヒデゾー	湘南投資勉強会	6966	三井ハイテック	6550	7360	12.4%										
oct	湘南投資勉強会	5034	ＵＮＥＲＲＹ	2305	2055	-10.8%					ﾐﾘｵﾝﾊﾞｶﾞｰ	神戸投資勉強会	3665	エニグモ	651	367	-43.6%										
おむすび?	神戸投資勉強会	5034	ＵＮＥＲＲＹ	2305	2055	-10.8%					むね坊主	神戸投資勉強会	6946	日本アビオニクス	3650	8200	124.7%										
ちぃ	湘南投資勉強会	5034	ＵＮＥＲＲＹ	2305	2055	-10.8%					むね坊主	神戸投資勉強会	7256	河西工業	133	193	45.1%										
なーたん	湘南投資勉強会	5070	ドラフト	375	707	88.5%					oct	湘南投資勉強会	2157	コシダカホールディングス	979	1088	11.1%										
大きなかぶ	湘南投資勉強会	5070	ドラフト	375	707	88.5%					oct	湘南投資勉強会	3491	ＧＡＴＥＣＨＮＯＬＯＧＩＥＳ	1233	1313	6.5%										
あさか	湘南投資勉強会	5070	ドラフト	375	707	88.5%					oct	湘南投資勉強会	8130	サンゲツ	2125	3100	45.9%										
roku	湘南投資勉強会	5070	ドラフト	375	707	88.5%					oct	湘南投資勉強会	8891	ＡＭＧホールディングス	1342	1982	47.7%										
キリン@神戸投資勉強会	神戸投資勉強会	5071	ヴィス	1055	1009	-4.4%					ぷに丸	湘南投資勉強会	4483	ＪＭＤＣ	3730	4263	14.3%										
Nami	湘南投資勉強会	5071	ヴィス	1055	1009	-4.4%					ぷに丸	湘南投資勉強会	9216	ビーウィズ	1080	2071	91.8%										
ゆっき	湘南投資勉強会	5074	テスホールディングス	738	436	-40.9%					初心	湘南投資勉強会	4439	東名	1670	1818	8.9%										
りんたん	湘南投資勉強会	5078	セレコーポレーション	2500	3210	28.4%					かもめ	湘南投資勉強会	9318	アジア開発キャピタル	3		#VALUE!										
うわん	神戸投資勉強会	5121	藤倉コンポジット	826	1379	66.9%					SHINJI	神戸投資勉強会	2726	パルグループＨＬＤＧＳ	1271.5	2464	93.8%										
ゆうと	神戸投資勉強会	5121	藤倉コンポジット	826	1379	66.9%					SHINJI	神戸投資勉強会	札2928	ライザップ	140	266	90.0%										
まいる	湘南投資勉強会	5125	ファインズ	1335	574	-57.0%					銭闘志	湘南投資勉強会	1429	日本アクア	790	887	12.3%										
初心	湘南投資勉強会	5125	ファインズ	1335	574	-57.0%					大きなかぶ	湘南投資勉強会	4177	ｉ‐ｐｌｕｇ	1320	1158	-12.3%										
大きなかぶ	湘南投資勉強会	5125	ファインズ	1335	574	-57.0%					大きなかぶ	湘南投資勉強会	4387	ＺＵＵ	962	672	-30.1%										
イタル	湘南投資勉強会	5125	ファインズ	1335	574	-57.0%					銭闘志	湘南投資勉強会	4661	オリエンタルランド	3822	5251	37.4%										
らう	湘南投資勉強会	5125	ファインズ	1335	574	-57.0%					大きなかぶ	湘南投資勉強会	5070	ドラフト	375	707	88.5%										
ののこ	神戸投資勉強会	5125	ファインズ	1335	574	-57.0%					銭闘志	湘南投資勉強会	5401	日本製鉄	2368	3230	36.4%										
あそびにん (KN)	湘南投資勉強会	5125	ファインズ	1335	574	-57.0%					銭闘志	湘南投資勉強会	6083	ＥＲＩホールディングス	1165	1712	47.0%										
ぷに丸	湘南投資勉強会	5125	ファインズ	1335	574	-57.0%					銭闘志	湘南投資勉強会	6395	タダノ	900	1179	31.0%										
りんたん	湘南投資勉強会	5125	ファインズ	1335	574	-57.0%					大きなかぶ	湘南投資勉強会	6578	エヌリンクス	179	259	44.7%										
雪	神戸投資勉強会	5125	ファインズ	1335	574	-57.0%					大きなかぶ	湘南投資勉強会	7089	フォースタートアップス	2155	1739	-19.3%										
ぺるる	湘南投資勉強会	5125	ファインズ	1335	574	-57.0%					銭闘志	湘南投資勉強会	8345	岩手銀行	1927	2501	29.8%										
yama	湘南投資勉強会	5125	ファインズ	1335	574	-57.0%					銭闘志	湘南投資勉強会	8377	ほくほくフィナンシャルＧ	950	1523.5	60.4%										
よしぼん	神戸投資勉強会	5125	ファインズ	1335	574	-57.0%					大きなかぶ	湘南投資勉強会	9552	Ｍ＆Ａ総合研究所	2013.3333	4475	122.3%										
らう	湘南投資勉強会	5127	グッピーズ	1523	2649	73.9%					roku	湘南投資勉強会	3979	うるる	1479	1600	8.2%										
株ポン　pekepeke	湘南投資勉強会	5127	グッピーズ	1523	2649	73.9%					roku	湘南投資勉強会	4262	ニフティライフスタイル	857	837	-2.3%										
ヒデゾー	湘南投資勉強会	5127	グッピーズ	1523	2649	73.9%					roku	湘南投資勉強会	6049	イトクロ	271	328	21.0%										
モモクリン（momokurin）	湘南投資勉強会	5129	ＦＩＸＥＲ	2223	1391	-37.4%					栗エイタ	湘南投資勉強会	3675	クロス・マーケティングＧ	741	557	-24.8%										
オニール好きの投資家	湘南投資勉強会	5129	ＦＩＸＥＲ	2223	1391	-37.4%					栗エイタ	湘南投資勉強会	4531	有機合成薬品	289	282	-2.4%										
hide	湘南投資勉強会	5136	ｔｒｉｐｌａ	2000	1575	-21.3%					よっしー??	神戸投資勉強会	3415	ＴＯＫＹＯＢＡＳＥ	297	302	1.7%										
ののこ	神戸投資勉強会	5136	ｔｒｉｐｌａ	2000	1575	-21.3%					らう	湘南投資勉強会	4667	アイサンテクノロジー	1537	1652	7.5%										
きよし(湘南)	湘南投資勉強会	5136	ｔｒｉｐｌａ	2000	1575	-21.3%					らう	湘南投資勉強会	5127	グッピーズ	1523	2649	73.9%										
モモクリン（momokurin）	湘南投資勉強会	5136	ｔｒｉｐｌａ	2000	1575	-21.3%					らう	湘南投資勉強会	6033	エクストリーム	1190	1235	3.8%										
サントーシー	湘南投資勉強会	5136	ｔｒｉｐｌａ	2000	1575	-21.3%					らう	湘南投資勉強会	7081	コーユーレンティア	1470	2070	40.8%										
ayame	湘南投資勉強会	5136	ｔｒｉｐｌａ	2000	1575	-21.3%					よっしー??	神戸投資勉強会	7298	八千代工業	1280	1388	8.4%										
カリティクス	湘南投資勉強会	5136	ｔｒｉｐｌａ	2000	1575	-21.3%					よっしー??	神戸投資勉強会	7600	日本エム・ディ・エム	836	759	-9.2%										
Kent	湘南投資勉強会	5136	ｔｒｉｐｌａ	2000	1575	-21.3%					よっしー??	神戸投資勉強会	7636	ハンズマン	985	942	-4.4%										
先高	湘南投資勉強会	5136	ｔｒｉｐｌａ	2000	1575	-21.3%					らう	湘南投資勉強会	7725	インターアクション	1588	1083	-31.8%										
サバイブ51	湘南投資勉強会	5139	オープンワーク	1058.75	841	-20.6%					よっしー??	神戸投資勉強会	2107	東洋精糖	854	2040	138.9%										
タカ@takanovalue	神戸投資勉強会	5194	相模ゴム	733	899	22.6%					きよし(湘南)	湘南投資勉強会	3931	バリューゴルフ	1346	926	-31.2%										
新田明くん	神戸投資勉強会	5218	オハラ	1107	1087	-1.8%					ヒデゾー	湘南投資勉強会	9204	スカイマーク	1382	1014	-26.6%										
タイ	湘南投資勉強会	5244	ＪＩＧ．ＪＰ	454	319	-29.7%					ロニー	湘南投資勉強会	7140	ペットゴー	1107	1254	13.3%										
rei	神戸投資勉強会	5288	アジアパイルＨＤ	560	703	25.5%					かんざき	湘南投資勉強会	4442	バルテス	945.3333	967	2.3%										
キリン@神戸投資勉強会	神戸投資勉強会	5288	アジアパイルＨＤ	560	703	25.5%					かんざき	湘南投資勉強会	8515	アイフル	376	380	1.1%										
ふくろう	湘南投資勉強会	5310	東洋炭素	3720	4785	28.6%					かっつ、	神戸投資勉強会	7849	スターツ出版	2940	3685	25.3%										
ひんご	湘南投資勉強会	5381	ＭＩＰＯＸ	719	452	-37.1%					栗エイタ	湘南投資勉強会	9229	サンウェルズ	2310	2496	8.1%										
銭闘志	湘南投資勉強会	5401	日本製鉄	2368	3230	36.4%					えびす	湘南投資勉強会	7781	平山ホールディングス	683	940	37.6%										
でふし	神戸投資勉強会	5444	大和工業	4505	7441	65.2%					thun	湘南投資勉強会	2427	アウトソーシング	939	1740	85.3%										
雪	神戸投資勉強会	5726	大阪チタニウム	3850	2712	-29.6%					ロニー	湘南投資勉強会	3326	ランシステム	323	385	19.2%										
josui	湘南投資勉強会	5726	大阪チタニウム	3850	2712	-29.6%					ロニー	湘南投資勉強会	福3047	トラックワン	278	380	36.7%										
でふし	神戸投資勉強会	5727	東邦チタニウム	2598	1896	-27.0%					りんたん	湘南投資勉強会	4875	メディシノバ・インク	315	210	-33.3%										
