Date,Open,High,Low,Close,Volume
2022-04-01,1933.04,1947.9,1921.15,1944.27,1189704500
2022-03-31,1952.96,1970.22,1946.4,1946.4,1339726200
2022-03-30,1980.01,1982.59,1949.87,1967.6,1403832700
2022-03-29,1985.39,1991.66,1978.44,1991.66,1361675600
2022-03-28,1982.29,1982.29,1962.23,1973.37,1109202200
2022-03-25,1993.51,1994.32,1972.6,1981.47,1186268100
2022-03-24,1958.21,1981.56,1952.45,1981.56,1241711600
2022-03-23,1956.38,1980.91,1955.83,1978.7,1414176900
2022-03-22,1922.93,1936.95,1922.64,1933.74,1532046200
2022-03-18,1896.98,1911.61,1896.98,1909.27,1806524900
2022-03-17,1880.32,1902.97,1879.73,1899.01,1473841500
2022-03-16,1841.19,1858.34,1839.66,1853.25,1339629400
2022-03-15,1811.51,1834.17,1810.92,1826.63,1221903600
2022-03-14,1812.43,1826.81,1811.43,1812.28,1186797700
2022-03-11,1811.26,1814.6,1788.58,1799.54,1421208500
2022-03-10,1786.75,1831.02,1786.37,1830.03,1503802500
2022-03-09,1766.43,1782.98,1755.14,1758.89,1500327200
2022-03-08,1777.44,1792.27,1756.44,1759.86,1873126000
2022-03-07,1822.0,1822.54,1781.23,1794.03,1750199900
2022-03-04,1871.96,1872.8,1836.26,1844.94,1528896200
2022-03-03,1880.65,1889.19,1876.62,1881.8,1234280700
2022-03-02,1875.11,1876.33,1857.97,1859.94,1423499400
2022-03-01,1903.34,1911.17,1896.2,1897.17,1247154200
2022-02-28,1877.38,1889.57,1868.98,1886.93,1448202700
2022-02-25,1865.42,1878.92,1862.24,1876.24,1331357900
2022-02-24,1870.56,1878.51,1843.38,1857.58,1588383900
2022-02-22,1883.33,1891.51,1869.25,1881.08,1133251100
2022-02-21,1901.21,1914.7,1889.06,1910.68,930429500
2022-02-18,1909.9,1929.55,1905.52,1924.31,1109840100
2022-02-17,1944.27,1945.32,1920.87,1931.24,1176535400
2022-02-16,1941.68,1948.19,1938.32,1946.63,1148740900
2022-02-15,1933.76,1934.18,1906.57,1914.7,1337530700
2022-02-14,1938.03,1940.63,1914.34,1930.65,1372427800
2022-02-10,1963.76,1969.73,1949.8,1962.61,1385928100
2022-02-09,1946.5,1957.74,1941.5,1952.22,1486959000
2022-02-08,1931.5,1942.28,1930.8,1934.06,1262551400
2022-02-07,1925.21,1928.42,1911.27,1925.99,1276622500
2022-02-04,1916.26,1932.45,1907.19,1930.56,1321280500
2022-02-03,1925.27,1929.19,1917.31,1919.92,1290931700
2022-02-02,1909.43,1937.5,1908.13,1936.56,1371741600
2022-02-01,1907.08,1920.07,1892.64,1896.06,1373944800
2022-01-31,1872.88,1900.94,1862.31,1895.93,1314577800
2022-01-28,1862.78,1880.0,1852.22,1876.89,1321255600
2022-01-27,1902.24,1906.22,1835.26,1842.44,1542353000
2022-01-26,1900.37,1905.95,1885.68,1891.85,1032636000
2022-01-25,1919.53,1920.38,1881.89,1896.62,1318545900
2022-01-24,1911.24,1933.43,1903.75,1929.87,1079644200
2022-01-21,1917.16,1930.66,1899.88,1927.18,1232959900
2022-01-20,1916.58,1945.6,1908.07,1938.53,1280768400
