,pokemon_name,params,ranking,param_name,rate
183,パオジアン,覚えているわざ,1,つららおとし,95.6
184,パオジアン,覚えているわざ,2,せいなるつるぎ,73.4
185,パオジアン,覚えているわざ,3,ふいうち,67.4
186,パオジアン,覚えているわざ,4,テラバースト,48.0
187,パオジアン,覚えているわざ,5,かみくだく,36.4
188,パオジアン,覚えているわざ,6,こおりのつぶて,34.9
189,パオジアン,覚えているわざ,7,つるぎのまい,14.7
190,パオジアン,覚えているわざ,8,じごくづき,8.1
191,パオジアン,覚えているわざ,9,ぜったいれいど,5.9
192,パオジアン,覚えているわざ,10,カタストロフィ,4.6
193,パオジアン,とくせい,1,わざわいのつるぎ,100.0
194,パオジアン,せいかく,1,ようき,58.7
195,パオジアン,せいかく,2,いじっぱり,39.3
196,パオジアン,せいかく,3,わんぱく,0.4
197,パオジアン,せいかく,4,むじゃき,0.4
198,パオジアン,せいかく,5,さみしがり,0.2
199,パオジアン,せいかく,6,せっかち,0.2
200,パオジアン,せいかく,7,やんちゃ,0.1
201,パオジアン,せいかく,8,まじめ,0.1
202,パオジアン,せいかく,9,がんばりや,0.1
203,パオジアン,せいかく,10,おくびょう,0.1
204,パオジアン,もちもの,1,きあいのタスキ,58.0
205,パオジアン,もちもの,2,こだわりハチマキ,13.1
206,パオジアン,もちもの,3,いのちのたま,11.0
207,パオジアン,もちもの,4,こだわりスカーフ,5.4
208,パオジアン,もちもの,5,とつげきチョッキ,4.5
209,パオジアン,もちもの,6,ゴツゴツメット,2.9
210,パオジアン,もちもの,7,ラムのみ,2.4
211,パオジアン,もちもの,8,くろいメガネ,0.5
212,パオジアン,もちもの,9,ちからのハチマキ,0.5
213,パオジアン,もちもの,10,たべのこし,0.2
214,パオジアン,テラスタイプ,1,でんき,33.5
215,パオジアン,テラスタイプ,2,フェアリー,22.7
216,パオジアン,テラスタイプ,3,ゴースト,16.4
217,パオジアン,テラスタイプ,4,あく,9.5
218,パオジアン,テラスタイプ,5,くさ,8.2
219,パオジアン,テラスタイプ,6,こおり,5.9
220,パオジアン,テラスタイプ,7,どく,0.9
221,パオジアン,テラスタイプ,8,ほのお,0.8
222,パオジアン,テラスタイプ,9,みず,0.6
223,パオジアン,テラスタイプ,10,かくとう,0.5
224,パオジアン,同じチーム,1,ハバタクカミ,-1
